Query Number,Query Name,Execution Time,Plan time,Query hash
604,13,1b.sql,283.798,11.032,-5913694868169903349
605,13,1c.sql,283.294,11.054,4846285409507673210
606,13,1d.sql,283.15,10.69,-4294522389920564102
607,13,20a.sql,5339.424,146.663,3042830198267909074
608,13,20b.sql,1772.853,145.554,-3458609441065762063
609,13,20c.sql,1047.89,143.767,2558748867405111050
610,13,21a.sql,79.161,135.859,-1630088287367505151
611,13,21b.sql,82.104,131.224,6350469962105744477
149,13,21c.sql,69.98,139.459,2684397743657735043
613,13,22a.sql,694.773,365.102,-8852217324911197084
614,13,22b.sql,482.968,348.219,-8852217324911197084
615,13,22c.sql,10401.522,329.526,3330700635734281186
150,13,22d.sql,1166.508,344.787,8297872767581952856
617,13,23a.sql,296.523,313.182,1619127084338010792
618,13,23b.sql,106.923,326.372,-5259407748332317606
619,13,23c.sql,489.618,311.61,-1124127336827367041
620,13,24a.sql,341.558,4099.069,2280384413821366706
621,13,24b.sql,141.017,3690.44,-1794083932540499185
622,13,25a.sql,3630.108,113.473,-4626995031345076698
623,13,25b.sql,514.469,112.745,-4110854689441581467
624,13,25c.sql,7386.161,115.121,-6027221776095257325
625,13,26a.sql,1040.441,3137.625,-5929401182124901517
626,13,26b.sql,291.202,3025.206,8502155271907567164
627,13,26c.sql,1321.921,3060.747,-7624179224219018171
151,13,27a.sql,80.776,3488.294,1758072863970875987
629,13,27b.sql,68.678,3240.195,-5510733515476627148
630,13,27c.sql,67.894,3400.431,-4477816371804978596
152,13,28a.sql,451.549,4984.492,4245832029459036970
632,13,28b.sql,572.749,4430.19,-565328161990619398
633,13,28c.sql,2245.39,4529.741,-808880556807194591
634,13,29a.sql,141.657,7725.414,-2799995183862506353
635,13,29b.sql,58.416,7103.413,-1912819773082406463
636,13,29c.sql,6677.434,6778.728,6650214460147150979
637,13,2a.sql,1205.119,10.489,4654868730068868057
638,13,2b.sql,746.616,10.647,4654868730068868057
639,13,2c.sql,50.174,10.519,4654868730068868057
640,13,2d.sql,1390.976,10.53,4654868730068868057
641,13,30a.sql,973.545,3732.319,3596309516107956315
642,13,30b.sql,219.205,4023.39,2619358356542170316
643,13,30c.sql,2742.982,3719.919,-5261930549591539248
644,13,31a.sql,1104.256,415.319,1975084072464202139
645,13,31b.sql,202.086,413.779,8637167297044090375
646,13,31c.sql,931.105,416.64,-8047523329439800675
647,13,32a.sql,26.837,20.322,-8152767229854360977
648,13,32b.sql,418.095,17.028,-8152767229854360977
649,13,33a.sql,86.181,4290.271,1264440547233771903
650,13,33b.sql,61.618,4024.017,5283902462801916534
651,13,33c.sql,66.574,4205.79,7696886476226925320
652,13,3a.sql,310.212,11.427,-4964681019064054343
653,13,3b.sql,169.458,10.356,2686551532437100503
654,13,3c.sql,501.465,11.269,-4267429084482334961
655,13,4a.sql,180.776,11.164,-6925252347296079652
656,13,4b.sql,156.667,10.91,-6925252347296079652
657,13,4c.sql,282.369,10.948,-6925252347296079652
658,13,5a.sql,621.332,13.502,-4875630082272532892
659,13,5b.sql,505.173,13.575,7799030661291734910
660,13,5c.sql,635.626,13.542,6287524160215096911
661,13,6a.sql,72.794,11.268,-1270565685357017756
662,13,6b.sql,350.252,11.519,5330016273682105912
663,13,6c.sql,40.615,11.165,-1270565685357017756
664,13,6d.sql,6394.735,11.765,5330016273682105912
665,13,6e.sql,43.987,11.003,-1270565685357017756
666,13,6f.sql,5806.799,11.989,9034840740838305022
667,13,7a.sql,1938.471,64.643,5731597360962035638
668,13,7b.sql,397.095,58.717,-5119135715290730827
669,13,7c.sql,5766.099,65.454,-767513669091434600
670,13,8a.sql,3164.773,35.332,-5383241493793754728
671,13,8b.sql,293.489,44.41,-7648844854832005228
672,13,8c.sql,14198.832,28.744,7828965998619474049
673,13,8d.sql,5939.577,29.295,7828965998619474049
674,13,9a.sql,1047.292,73.205,9182348733289197053
675,13,9b.sql,3946.416,69.032,759743340442407318
676,13,9c.sql,1838.48,59.477,-3495764495604230484
677,13,9d.sql,11746.856,58.078,-3970444003182879231
