Query Number,Query Name,Execution Time,Plan time,Query hash
1233,14,7b.sql,347.486,52.953,-5119135715290730827
1234,14,7c.sql,5330.699,60.281,-767513669091434600
1235,14,8a.sql,2805.82,32.346,-5383241493793754728
1236,14,8b.sql,257.969,36.596,-7648844854832005228
1237,14,8c.sql,13489.748,26.875,7828965998619474049
1238,14,8d.sql,5903.796,27.064,7828965998619474049
1239,14,9a.sql,962.301,66.218,9182348733289197053
1240,14,9b.sql,3874.995,68.878,759743340442407318
1241,14,9c.sql,1861.286,63.645,-3495764495604230484
1242,14,9d.sql,11148.167,60.951,-3970444003182879231
