queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
7696886476226925320,"{0.062977101,0.063547083,0.061713351,0.057408997,0.059735683,0.054697578,0.055637297,0.056234435,0.061174395,0.035554706,0.040003195,0.038338158,0.037613211,0.042468874,0.034661658,0.037931921,0.037228402,0.035073727,0.041355064}","{0.028049911,0.029750754,0.028840783,0.025487003,0.027900856,0.030312357,0.027473572,0.027317364,0.031652856,0.029452014,0.028517686,0.026708799,0.029027601,0.026230224}","{3.828546813,3.856787911,3.721100857,3.539914515,3.515161321,3.470321464,3.475082405,3.560272431,3.592624309,3.496545715,3.659343983,3.640411494,3.584831418,3.716224308,3.580333395,3.958106095,3.580843089,3.650671249,3.851890084}","{0.308929773,0.28727399,0.304680822,0.279490617,0.296697882,0.290630465,0.292155791,0.282624122,0.27767803,0.277749343,0.306470582,0.280077599,0.290476638,0.277614715}","{0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078,0.0568020771678078}","{1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895,1.199559803063895}",49,14
-5510733515476627148,"{0.043912079,0.0431708,0.040334199,0.045095921,0.044762625,0.046846794,0.045531514,0.049681169,0.050604361,0.143108289,0.173625679,0.143437982,0.158942203,0.161219397,0.15687884,0.149889025,0.151493534,0.15848715,0.176833039}","{0.03737851,0.033742053,0.041583726,0.035809721,0.036668758,0.034117036,0.035432523,0.033263873,0.037556981,0.038806572,0.0332879,0.034741272,0.037194957,0.034088443}","{3.136284688,3.230718064,3.156282774,3.377672048,3.410401868,3.51435997,3.345708014,3.51772454,3.476821664,3.121492271,3.167990812,3.259740493,3.395063365,3.456840144,3.378453687,3.120729659,3.130024493,3.395382993,3.260797042}","{0.268339184,0.243196357,0.274831976,0.265465561,0.266618852,0.251015089,0.246817284,0.239280968,0.277760704,0.244873364,0.24159839,0.250952851,0.269442207,0.241415045}","{0.025725094227513533,0.03039535808245093,0.15762726494451884,0.026180279637538738,0.026036860098108235,0.025910172721520294,0.025794611107300126,0.025690284979422395,0.02559729410972977,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754,0.8806441798905754}","{1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785,1.5927818433221785}",63,14
6287524160215096911,"{0.588281948,0.576835275,0.630471705,0.536300983,0.578815192,0.534492587,0.539153585,0.561895908,0.60374677,0.314287727,0.28325848,0.284907601,0.283735224,0.287020207,0.285667228,0.28511571,0.286123601,0.297379865,0.301085609}","{0.317727057,0.290425698,0.326023767,0.290309746,0.314433513,0.327376543,0.297496646,0.324659874,0.297708456,0.293156711,0.323021308,0.323984174,0.323300818,0.286935818}","{0.013383675,0.012143068,0.013399145,0.011776405,0.012559499,0.011489923,0.01162732,0.011723423,0.012124113,0.011431843,0.012759771,0.011340501,0.011562653,0.011758944,0.011847656,0.011909302,0.011875689,0.011474874,0.011649712}","{0.006907392,0.006470341,0.007401842,0.00684133,0.006840322,0.00696507,0.006416596,0.006749362,0.006231394,0.006732039,0.006822367,0.007244421,0.006620571,0.006302756}","{0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081}","{1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607,1.3486121744895607}",49,14
-1630088287367505151,"{0.059861727,0.054606765,0.057255997,0.060455431,0.063248474,0.055060573,0.054884982,0.058014057,0.061638317,0.045063943,0.043602826,0.045567904,0.045155831,0.042268914,0.04274515,0.042044031,0.041974248,0.040177046,0.04787957}","{0.262869927,0.240026267,0.239326847,0.238921585,0.238414687,0.243419268,0.238657785,0.249121886,0.250891619,0.238173638,0.251865744,0.349381134,0.237337528,0.2386416}","{0.127785337,0.115697912,0.116093486,0.114718392,0.119441841,0.117205895,0.120462259,0.129001642,0.183681145,0.121750532,0.119682955,0.131900205,0.117639891,0.117499325,0.118887802,0.119001687,0.116658103,0.118520853,0.116849174}","{0.057463879,0.062421627,0.053402038,0.057453111,0.053664022,0.057507898,0.053477496,0.056296134,0.055557305,0.055624007,0.057336115,0.077870245,0.054062359,0.056753568}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902,0.017441948030939902}","{1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452,1.1288204766910452}",64,14
7105818783943848525,"{0.555543567,0.479572834,0.576847264,0.479149635,0.565122786,0.467155957,0.69741749,0.52190249,0.58029011,0.471330303,0.564334752,0.47102897,0.558738761,0.476879733,0.562734622,0.472812884,0.574738907,0.475301587,0.575188221}","{1.205557537,1.115834413,1.102792032,1.205167725,1.177225316,1.152842116,1.096273992,1.12781895,0,1.109407777,1.111827874,1.109680741,1.285584966,1.247787217,1.231983497,1.239963428,1.113150186,1.096914454,1.195119853}","{0.075402409,0.075012904,0.080374343,0.079664477,0.075103837,0.075385787,0.099472786,0.081468052,0.077071785,0.07802602,0.076339808,0.076120889,0.074791938,0.079871488,0.075915927,0.07593431,0.076779123,0.076973721,0.07707416}","{0.033953209,0.031065883,0.031567066,0.033708285,0.031000646,0.033056153,0.030760751,0.032691957,0,0.032656326,0.031326,0.030861391,0.035901247,0.034662334,0.032131106,0.035334023,0.031476639,0.03074762,0.033450521}","{0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835,0.06181677975230092,0.05598481515249835}","{1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,0,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328,1.0784697855668337,1.3494149360855328}",156,30
-7624179224219018171,"{1.072559569,1.046611153,1.092574271,1.063146435,1.129545996,1.025929444,1.252350223,1.172025229,0.918801943,0.612839072,0.587767625,0.583731984,0.620151003,0.644641569,0.580368989,0.67861557,0.636502562,0.62255802,0.630166627}","{5.208206398,4.859440903,5.324982432,4.736057656,5.134149652,5.067279419,5.375600477,4.763470934,5.148991921,4.781837065,4.82478003,5.000471545,5.103381362,4.847808456}","{2.614783102,2.620166832,2.815993954,2.698280119,2.71702495,2.683582462,2.64833975,2.808873195,2.633700429,2.698408479,2.656936449,2.649800428,3.022899705,3.055964011,2.809639882,2.766272798,2.806936773,2.860551986,2.852549543}","{0.249217052,0.232498334,0.288094536,0.235611736,0.253964204,0.231701321,0.257049131,0.236783933,0.23742341,0.230776819,0.246133254,0.235504346,0.241308618,0.235822917}","{0.02743653414913326,0.02743653414913326,0.02743653414913326,0.027175776957387928,0.027175776957387928,0.027175776957387928,0.027175776957387928,0.027175776957387928,0.03654585705960909,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346,0.017910090778437346}","{3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963,3.5228982958242963}",49,14
-1158816798049620833,"{0.439695485,3.615582645,0.461047378,3.607151163,0.458749675,3.704771585,0.45877819,3.628663352,0.437921334,3.795922832,0.444704111,3.688550519,0.472340838,3.87413458,0.43337381,4.020906825,0.45996194,3.595937747,0.439498653}","{3.66219007,0.452151307,3.6597833,0.475556686,3.967614368,0.469195682,3.712802744,0.474145741,3.711667947,0,0.451124705,3.630370792,0.5152988,3.726761878,0.459456609,4.167342652,0.493906733,3.742774992,0.497659032}","{0.046512256,0.046113056,0.046971126,0.045858064,0.046200222,0.045538406,0.049447745,0.045578059,0.047631616,0.046074047,0.045904993,0.046152046,0.049841467,0.046259089,0.045077567,0.053560538,0.046316013,0.04632654,0.04642768}","{0.027453433,0.024314962,0.030564304,0.025090464,0.027748803,0.024798096,0.025691708,0.02554889,0.027174821,0,0.023876496,0.025731711,0.026161532,0.025138588,0.024227961,0.03001645,0.024570887,0.025979316,0.027145296}","{0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497,0.09397951921895713,0.027585692810905497}","{2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,0,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649,2.928744548181289,1.7879146902025649}",114,29
-767513669091434600,"{4.519854787,4.565290152,5.056979635,4.715609376,4.842123177,4.744988683,4.549857578,4.669566549,4.313054659,2.490360701,2.616133143,2.634956823,2.371905629,2.485498498,2.705472039,2.402289935,2.321089496,2.55943514,2.538354984}","{5.592445859,5.154053252,5.511131952,5.13779126,5.238808086,5.167638651,5.047815771,5.211724775,4.798031019,4.972019519,5.325682542,5.164336273,5.216858315,5.552430977}","{0.058321203,0.06167277,0.059349733,0.056347561,0.056732637,0.055489684,0.061472622,0.064401043,0.054213142,0.05464811,0.057842972,0.062350852,0.058189069,0.062962282,0.058975735,0.056669802,0.056929558,0.057199957,0.056698855}","{0.029059983,0.026316265,0.028619917,0.026616274,0.028015263,0.028794682,0.02782208,0.028283588,0.025697901,0.02640116,0.027946287,0.028400927,0.029094466,0.02934917}","{0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512,0.011949671109753512}","{1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238,1.758883050387238}",49,14
4846285409507673210,"{0.283569515,0.261076669,0.254714361,0.258103855,0.253604716,0.28339583,0.254301627,0.250544113,0.253247915,0.13785497,0.138639125,0.138731172,0.145921353,0.141068607,0.135030551,0.134925578,0.137010268,0.136676521,0.140074379}","{0.149472419,0.147001483,0.152270027,0.145641339,0.150494244,0.146843247,0.15845765,0.146545523,0.158861992,0.146890455,0.154014729,0.143264288,0.145592287,0.142621657}","{0.010930792,0.010911591,0.009867426,0.009921499,0.010186639,0.011812745,0.01017078,0.009776134,0.009907512,0.010181241,0.010294805,0.010186602,0.012273728,0.010435594,0.010110771,0.010140923,0.010131725,0.010123801,0.010214383}","{0.005401992,0.00533034,0.005476611,0.005288713,0.005338028,0.005424232,0.005537955,0.005222314,0.005415093,0.005284222,0.005668452,0.005259112,0.005308362,0.00540659}","{0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517}","{0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896,0.6208661244775896}",49,14
3596309516107956315,"{0.673731849,0.697516507,0.794495095,0.744646455,0.647790933,0.626063426,0.664213676,0.668501265,0.643831973,0.463496598,0.43081008,0.44572297,0.412249329,0.421998279,0.421172389,0.424322245,0.451838523,0.382101951,0.47450202}","{2.050833051,1.905225217,2.073474859,2.014670037,2.01875964,1.969762609,1.948371667,1.937429069,1.99513938,1.907877933,2.06765989,2.159446963,2.093600635,1.918305949}","{3.379613287,3.540127446,3.485462091,3.435471148,3.181840191,3.167832114,3.216799127,3.15274315,3.145045985,3.243294997,3.612365431,3.424873945,3.272947551,3.601517875,3.424690766,3.334266032,3.500945901,3.358011558,3.701049641}","{0.249755202,0.239790241,0.245183847,0.238733822,0.240534192,0.236359746,0.240760521,0.2345605,0.240140008,0.236246135,0.25943186,0.236280728,0.263114979,0.236160405}","{0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602,0.00911683692905602}","{2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629,2.648337235360629}",49,14
759743340442407318,"{3.225715439,3.453129362,3.248804822,3.177393738,3.744920081,3.285739277,3.327507078,3.519902361,3.415978115,1.659698543,1.933540789,1.791420757,1.839321563,1.790073268,1.785378248,1.752939241,1.797141613,1.75761221,1.752833997}","{1.605595828,1.535053367,1.680651576,1.533046008,1.537244432,1.641026959,1.533464577,1.579230639,1.537108337,1.528572231,1.619926861,1.55157464,1.664898849,1.658261673}","{0.059877774,0.066146771,0.06119535,0.060479468,0.066991714,0.060739231,0.068042081,0.061736612,0.059843921,0.060323712,0.06142399,0.062076598,0.062328729,0.0644232,0.061677304,0.060101579,0.061580908,0.060141723,0.06055107}","{0.023316308,0.021511549,0.022105549,0.021794948,0.021732145,0.025221152,0.021824518,0.021605301,0.021490339,0.02148353,0.022259899,0.021951741,0.025204542,0.023303993}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805,0.028379201320332805}","{1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255,1.2954523470041255}",49,14
2558748867405111050,"{0.93870029,0.89624001,0.939953825,0.866265576,0.909195045,0.900305684,0.984809274,0.967645028,1.080270951,0.551281584,0.576376226,0.59218861,0.606740463,0.545291393,0.531546178,0.550982913,0.537015913,0.544930667,0.567772513}","{1.110350978,1.104626109,1.066922263,1.096864003,1.04234749,1.118973563,1.096099368,1.177116438,1.142560955,1.120165173,1.209944862,1.251141652,1.100635308,1.044619264}","{0.128786345,0.119873557,0.132880053,0.120950132,0.124250674,0.120275563,0.130286714,0.137537191,0.141497962,0.121789437,0.12291663,0.130633876,0.144744391,0.122559324,0.124691826,0.122853711,0.120708668,0.123348223,0.123148969}","{0.057388999,0.050074493,0.053980057,0.04938471,0.054896751,0.050945629,0.049327242,0.049420908,0.053603045,0.049154659,0.054107023,0.052498134,0.050818494,0.050220604}","{0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116,0.010194071573079116}","{2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726,2.53142200611726}",64,14
754561138292963678,"{0.198300211,0.185729181,0.199906496,0.18329308,0.177314102,0.189264941,0.181222688,0.187825477,0.235729735,0.169508649,0.183750054,0.213383104,0.211870671,0.217975774,0.193031086,0.211660536,0.206087569,0.201520023,0.191376824}","{0.789848889,0.361013635,0.29652072,0.283181614,0.26548543,0.292717664,0.291667752,0.288498785,0.288101012,0.271358445,0.257000241,0.312802001,0.304370671,0.263956429,0.299073915}","{0.055960809,0.052830654,0.054815104,0.051337039,0.050068747,0.05086367,0.04999616,0.051045595,0.064038628,0.051425946,0.046515682,0.047000472,0.046752507,0.048352787,0.047197134,0.046533455,0.045889383,0.045425191,0.046363464}","{0.024049384,0.024433707,0.023912246,0.024854773,0.025140387,0.025173021,0.026251941,0.027332054,0.024177373,0.024678317,0.024448082,0.024572766,0.028342509,0.025717072,0.02579795}","{0.03860994546694652,0.038600701460276964,0.038591455915221486,0.03858220883126802,0.03857481005575448,0.03856926032740906,0.038561859827124276,0.03855630880489889,0.03855260781525288,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624,0.014371672650926624}","{2.8089923604940132,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636,2.8044128143366636}",66,15
-1794083932540499185,"{0.126729991,0.120183716,0.119886092,0.125407926,0.119488689,0.124410347,0.125920641,0.129898362,0.157698851,0.086059878,0.08991311,0.088069703,0.086102529,0.107202007,0.10243839,0.096446537,0.10781632,0.091569546,0.089703189}","{0.215923728,0.20076731,0.219235604,0.2057808,0.221877282,0.199433338,0.204780538,0.202361829,0.211678709,0.202589676,0.2144544,0.21857881,0.206435608,0.198689807}","{3.709013218,3.369246519,3.449571888,3.501858797,3.434953759,3.423350899,3.461066556,3.728404009,3.995489287,3.439442858,3.474942736,3.498883039,3.504661096,3.40025119,3.443787282,3.513088585,3.64381915,3.607085485,3.445472765}","{0.238244593,0.229235016,0.269779219,0.22494334,0.252738209,0.223438479,0.246544172,0.224179052,0.228199821,0.225045537,0.232888587,0.230891123,0.230116726,0.224061}","{0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055,0.020420490271734055}","{2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534,2.4015777895544534}",63,14
-8152767229854360977,"{0.02031384,0.327626519,0.019496985,0.329510787,0.02151831,0.355427626,0.021479112,0.328788594,0.021743246,0.356810006,0.020747672,0.345234277,0.019268874,0.328243683,0.024507539,0.318068197,0.021007242,0.366124737,0.018758175}","{0.355160109,0.020390897,0.351343133,0.021326163,0.39286321,0.020969662,0.358118068,0.017804275,0.339321116,0.019244989,0,0.365253217,0.02048444,0.373743524,0.017713256,0.351067952,0.019588832,0.352904966,0.018811486}","{0.017320432,0.015035766,0.017669986,0.01610483,0.018336632,0.016345715,0.017041237,0.015592814,0.017467338,0.01647088,0.017499041,0.015819264,0.017618046,0.0159957,0.01674466,0.015303432,0.018115323,0.017380151,0.017610678}","{0.010931315,0.011605173,0.010006809,0.010431933,0.010204308,0.010585121,0.01038066,0.010857799,0.009967608,0.01114513,0,0.010476913,0.012031371,0.011032343,0.011339862,0.010289287,0.011199527,0.010037733,0.011240014}","{2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572,1.8695196401018934,2.0787674017328572}","{2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,0,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053,2.9527036823750015,1.4235451128246053}",126,28
-8051795807640054913,"{0.732678833,0.718335452,0.756983132,0.724536238,0.719066378,0.795036717,0.714927525,0.760713971,0.713713994,0.507887596,0.529320737,0.50543295,0.513953259,0.62857233,0.519238342,0.50762351,0.502167431,0.521580815,0.516863939}","{0.591738997,0.577918776,0.568594481,0.557052016,0.59338563,0.561826613,0.558557484,0.660522955,0.544420295,0.569193061,0.552070861,0.59351125,0.609832148,0.579211843,0.580088229}","{0.048882212,0.048082227,0.050101516,0.048453814,0.047678987,0.053542925,0.047559609,0.049393754,0.047312348,0.047411542,0.047401159,0.046675376,0.046932812,0.051393285,0.04761518,0.047878517,0.048235989,0.046185335,0.048696038}","{0.021338197,0.020980494,0.020220728,0.020316095,0.020987901,0.020372751,0.0205251,0.0228515,0.020313453,0.020704682,0.020335386,0.022546217,0.022191548,0.020713926,0.024541388}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772,0.018099775766881772}","{2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218,2.480961058352218}",49,15
3042830198267909074,"{4.325522682,4.269429969,4.280623519,4.816540906,4.596184256,4.843230932,4.083220241,4.64674021,4.162440497,2.230080648,2.342088258,2.2926474,2.476713758,1.96805679,1.939087275,2.171521177,2.096304567,2.03780662,2.210640779}","{4.838039348,3.779673238,3.260247257,3.217848114,3.39592219,3.40447396,3.644658501,3.239841283,3.37607966,3.240288311,3.78255134,3.216178722,3.53200359,3.299054745}","{0.133267233,0.135111043,0.126345844,0.127741643,0.126391321,0.146171138,0.125412529,0.130877372,0.124915607,0.126122964,0.127449229,0.130538856,0.12863901,0.127575629,0.129563658,0.130136114,0.127890033,0.128186619,0.130622199}","{0.054444528,0.050871358,0.049875751,0.049434362,0.05339016,0.049513213,0.054457299,0.049131178,0.054265469,0.048322783,0.050879068,0.048575236,0.055376449,0.049705748}","{0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758,0.009506333929144758}","{2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936,2.327747409614936}",49,14
7204209839780818952,"{0.454602381,0.459600659,0.462600047,0.441150393,0.426937621,0.50045976,0.423759138,0.432262048,0.442558702,0.251972646,0.264031544,0.283058098,0.284813183,0.267682406,0.254740107,0.25718536,0.259200203,0.257410596,0.267209862}","{0.787789051,0.699052716,0.799199577,0.723628561,0.683669013,0.684083859,0.767387538,0.729769827,0.722017382,0.698489118,0.723376177,0.731364519,0.784559836,0.715614869}","{0.227334786,0.228669491,0.215768807,0.224159088,0.207923442,0.221021857,0.203894741,0.207211639,0.20554989,0.207507256,0.214163712,0.217095933,0.232364898,0.219939322,0.211508157,0.2093083,0.217321658,0.208112786,0.245875295}","{0.067243772,0.066642783,0.067452123,0.061096975,0.061449685,0.060910481,0.067326606,0.060236751,0.061868689,0.065179533,0.061924408,0.064694448,0.071703505,0.061195785}","{0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422,0.009701893535400422}","{1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375,1.8916203901080375}",49,14
1975084072464202139,"{0.328790825,0.330145494,0.320608502,0.319462966,0.303584942,0.320390753,0.339258489,0.318466973,0.37789862,0.259666633,0.249873279,0.242965143,0.242673381,0.277179059,0.260965877,0.247696797,0.249130905,0.257810749,0.287052315}","{4.724561046,4.624668763,4.796352864,4.623207752,4.896552756,4.831611759,4.555752109,4.514966289,4.672090464,4.306406399,4.779067043,4.88693416,4.664680794,4.361703686}","{0.392626901,0.414104727,0.369164372,0.372349505,0.366437179,0.372965032,0.365435477,0.389211032,0.383981661,0.375214385,0.374574938,0.40025158,0.387160643,0.375377988,0.378299408,0.37419132,0.382354262,0.375428079,0.428184019}","{0.181891492,0.170935022,0.174430027,0.166078052,0.190131834,0.177118036,0.174217561,0.167636097,0.170905546,0.170940801,0.189594654,0.190349188,0.188453407,0.178325403}","{0.029268732217594143,0.029268732217594143,0.029268732217594143,0.029268732217594143,0.029268732217594143,0.029268732217594143,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921,0.009552929086491921}","{3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234,3.477142766813234}",49,14
